1.7213088,0.0,1.3645921
2.166918,0.0,1.419321
1.7465819,0.0,1.868618
2.0054994,0.0,1.395372
1.5679538,0.0,2.1183434
1.9776509,0.0,2.1024435
2.7969263,0.0,1.5653725
2.1803362,0.0,1.364577
2.1167512,0.0,1.6429212
1.7022088,0.0,1.7444677
1.7128544,0.0,1.4136783
1.5573813,0.0,1.3195193
2.6552014,0.0,1.7654933
2.0393605,0.0,1.6212136
2.7199428,0.0,1.5346665
2.0741487,0.0,1.8528255
1.6584594,0.0,1.3508773
1.3160532,0.0,1.4880972
1.978621,0.0,1.6932333
1.8207235,0.0,1.5792177
1.7214985,0.0,1.5710258
1.6240673,0.0,1.6470611
1.1918213,0.0,1.31
1.4431669,0.0,1.31
1.85486,0.0,1.7159775
2.291222,0.0,1.5959361
2.083332,0.0,1.5962973
1.1481566,0.0,1.4140763
2.1604424,0.0,2.0366776
2.3713238,0.0,1.8537288
1.9672804,0.0,1.8726308
1.82765,0.0,1.6912177
1.6368033,0.0,1.5951519
1.4727259,0.0,1.334446
2.2378523,0.0,1.5145314
1.622863,0.0,2.1191826
1.4472058,0.0,1.31
1.4164392,0.0,1.8038342
1.6083965,0.0,1.5355386
2.25888,0.0,1.5863469
2.812792,0.0,1.6468782
2.2321572,0.0,1.31
1.9712505,0.0,1.8132952
2.0068688,0.0,1.3456411
2.0865376,0.0,2.068993
2.6567762,0.0,1.5156583
1.785656,0.0,1.8011599
2.261739,0.0,1.5070505
1.6425118,0.0,1.5037413
2.3848183,0.0,1.4787385
1.4687606,0.0,1.7808397
1.8144674,0.0,2.160126
1.5986632,0.0,1.796391
1.4422518,0.0,1.6030896
2.0539908,0.0,1.4850714
2.2833252,0.0,1.5165509
1.8489702,0.0,1.6122363
2.4750757,0.0,1.6055834
2.1010454,0.0,1.907114
1.5367922,0.0,1.4868063
1.9014897,0.0,1.4555869
1.3894906,0.022306614,2.080262
1.7714688,0.0,1.8504298
2.0705862,0.0,1.979909
1.8258708,0.0,1.7557253
1.5501434,0.0,1.6979113
1.8261946,0.0,1.8948572
1.9089582,0.0,1.7617689
2.0208921,0.0,1.5905973
1.6359868,0.0,1.5877085
1.4442935,0.0,1.9077485
1.2552749,0.0,1.7811826
1.5397016,0.0,1.593266
1.7412585,0.0,1.500705
1.8680937,0.0,2.0279934
2.6117947,0.0,1.7241588
2.4255033,0.0,1.5529993
1.5478829,0.0,1.7811668
1.0941384,0.0,1.3167667
2.385739,0.0,1.7705901
1.6056858,0.0,2.0186813
1.6730211,0.0,2.0611608
1.7666422,0.0,1.731812
1.84693,0.0,1.509342
1.6746908,0.0,2.2365882
1.2838929,0.0,1.3603328
1.193115,0.0,1.4923823
1.416754,0.0,2.1251857
2.8950434,0.0,1.5713996
2.821228,0.0,1.5192804
1.710971,0.0,1.4304855
2.2494326,0.0,1.8327887
1.9158545,0.0,1.7626204
1.8203862,0.0,1.8635216
1.4427758,0.0,1.5721769
2.2602847,0.0,1.7267889
1.7468674,0.0,1.7968309
1.2174518,0.018711947,1.9973315
1.9790049,0.0,2.0471435
1.93065,0.0,2.1083012
